"INDIKATOR_GRUPPE","INDIKATOR_BEZEICHNUNG",filter,quote,"BASISWERT_1","BASISWERT_2","BASISWERT_3","BASISWERT_4","BASISWERT_5","NAME_BASISWERT_1","NAME_BASISWERT_2","NAME_BASISWERT_3","NAME_BASISWERT_4","NAME_BASISWERT_5",jahr,"GLIEDERUNG",id,region
"Bevölkerung","Altersdurchschnitt","gesamt","40,1","1747933","43637","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2003","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Altersdurchschnitt","Deutsche","44,9","1694339","37762","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Altersdurchschnitt","Deutsche","43,1","3210017","74519","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","35,1","343813","9787","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","25","25 Laim"
"Bevölkerung","Altersdurchschnitt","gesamt","41,7","1570801","37693","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Altersdurchschnitt","gesamt","41,4","1829689","44143","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Altersdurchschnitt","gesamt","42,6","786514","18462","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Altersdurchschnitt","Deutsche","43,6","1730412","39656","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Altersdurchschnitt","Deutsche","41,9","1921264","45855","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","12","12 Schwabing -  Freimann"
"Bevölkerung","Altersdurchschnitt","Deutsche","44,2","1239509","28065","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Altersdurchschnitt","Deutsche","41,9","1082252","25855","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Altersdurchschnitt","Deutsche","43","952626","22147","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Altersdurchschnitt","Deutsche","43,7","2809443","64263","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Altersdurchschnitt","Deutsche","44,7","1529896","34244","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Altersdurchschnitt","Deutsche","44,4","1897115","42712","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","4","04 Schwabing West"
"Bevölkerung","Altersdurchschnitt","gesamt","41","2129541","51947","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Altersdurchschnitt","gesamt","40,7","4084110","100387","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Altersdurchschnitt","gesamt","41,1","2176572","52896","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Altersdurchschnitt","Deutsche","43,6","2606160","59795","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Altersdurchschnitt","Deutsche","40,8","1580923","38716","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Altersdurchschnitt","gesamt","40","2375196","59392","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","12","12 Schwabing -  Freimann"
"Bevölkerung","Altersdurchschnitt","gesamt","41,6","1563637","37544","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Altersdurchschnitt","gesamt","40,3","1404334","34820","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Altersdurchschnitt","Deutsche","43,2","2176910","50443","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Altersdurchschnitt","gesamt","40,1","2449622","61034","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Bevölkerung","Altersdurchschnitt","gesamt","41,2","3340","81","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","99","99 nicht zuzuordnen"
"Bevölkerung","Altersdurchschnitt","Deutsche","45,4","2886097","63573","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Altersdurchschnitt","Deutsche","43,1","1516811","35163","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Altersdurchschnitt","Deutsche","43,6","1351590","31034","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Altersdurchschnitt","gesamt","41,9","1122526","26794","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Altersdurchschnitt","gesamt","42,7","1786531","41858","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Altersdurchschnitt","gesamt","42","3451544","82235","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Altersdurchschnitt","gesamt","42,7","2330785","54580","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","4","04 Schwabing West"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","35,4","10168110","287107","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","37","390085","10533","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Altersdurchschnitt","gesamt","41,8","2525134","60445","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Altersdurchschnitt","gesamt","39,8","1807461","45403","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","35,9","322082","8965","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","37,2","481795","12954","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","34,2","696103","20372","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","33,7","446160","13240","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Altersdurchschnitt","Deutsche","43,9","1412554","32162","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Altersdurchschnitt","Deutsche","43,8","623028","14235","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Altersdurchschnitt","Deutsche","42,3","1647746","38993","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Altersdurchschnitt","Deutsche","40,4","600829","14877","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Altersdurchschnitt","Deutsche","45,2","1705175","37688","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Altersdurchschnitt","Deutsche","40,8","1242369","30459","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Altersdurchschnitt","gesamt","43,8","3395947","77518","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Altersdurchschnitt","gesamt","41,1","1895826","46174","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","33,5","453932","13537","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","12","12 Schwabing -  Freimann"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","34,2","324128","9479","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Altersdurchschnitt","Deutsche","43,1","1753519","40662","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Bevölkerung","Altersdurchschnitt","Deutsche","41,4","1406","34","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","99","99 nicht zuzuordnen"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","36,8","327573","8892","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Altersdurchschnitt","gesamt","39,7","988740","24905","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","36,6","169900","4647","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","35,7","642101","17972","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","33,7","256635","7614","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","36,5","433670","11868","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","4","04 Schwabing West"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","36,8","438860","11921","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","33,9","226538","6687","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","41,1","1934","47","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","99","99 nicht zuzuordnen"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","38","533078","14025","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Altersdurchschnitt","gesamt","43,6","2032748","46580","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Altersdurchschnitt","gesamt","42,7","2075137","48608","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","36,6","509850","13945","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","34,4","379015","11011","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Altersdurchschnitt","gesamt","43,7","2127774","48739","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","25","25 Laim"
"Bevölkerung","Altersdurchschnitt","gesamt","39,9","1775447","44484","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Altersdurchschnitt","Deutsche","43,4","42274280","973490","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Altersdurchschnitt","Deutsche","41,7","1318329","31626","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","34,8","348224","10002","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Altersdurchschnitt","Deutsche","45,8","1783961","38952","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","25","25 Laim"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","38,7","387911","10028","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","35,1","380798","10846","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","33,8","874093","25868","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Altersdurchschnitt","gesamt","41,6","52442390","1260597","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Altersdurchschnitt","gesamt","40,5","1708414","42159","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","32,9","219211","6659","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","34,8","417135","11981","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","38,7","163486","4227","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Altersdurchschnitt","gesamt","42,5","3045020","71716","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2001","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Altersdurchschnitt","gesamt","39,4","2778696","70470","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Bevölkerung","Altersdurchschnitt","gesamt","42,3","4481082","105900","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","37,4","389504","10419","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","39,1","776613","19848","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Altersdurchschnitt","gesamt","42,5","1261476","29693","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","38,7","465406","12014","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Altersdurchschnitt","gesamt","42,9","2035301","47459","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Altersdurchschnitt","gesamt","41,2","3795145","92139","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Altersdurchschnitt","gesamt","43,2","3421564","79175","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Altersdurchschnitt","gesamt","41,4","58402812","1410741","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2011","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Altersdurchschnitt","gesamt","38,6","1908495","49498","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Altersdurchschnitt","Deutsche","43","1786302","41494","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Altersdurchschnitt","Deutsche","-88888888","0","0","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","99","99 nicht zuzuordnen"
"Bevölkerung","Altersdurchschnitt","Deutsche","43,9","1787348","40724","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","25","25 Laim"
"Bevölkerung","Altersdurchschnitt","Deutsche","45,5","3075548","67624","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Altersdurchschnitt","Deutsche","39,5","2088470","52810","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Altersdurchschnitt","Deutsche","43,1","1548870","35966","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","38,1","597854","15689","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","-88888888","0","0","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","99","99 nicht zuzuordnen"
"Bevölkerung","Altersdurchschnitt","gesamt","41,7","2384156","57183","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Altersdurchschnitt","Deutsche","44","2830454","64262","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Altersdurchschnitt","Deutsche","42,3","45486549","1076006","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2011","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Altersdurchschnitt","Deutsche","38,8","1478319","38142","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Altersdurchschnitt","Deutsche","43","2401169","55864","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Altersdurchschnitt","Ausländer/innen","38,8","466273","12009","","","","Alterssumme - Hauptwohnsitzbevölkerung (Ausländer)","Anzahl ausländische Einwohner mit Hauptwohnsitz","","","","2011","Stadtbezirk","25","25 Laim"
